position_valid,std,x,y,z,distance_r0,distance_r1,distance_r2,distance_r3,nsd_r0,nsd_r1,nsd_r2,nsd_r3,rssi_r0,rssi_r1,rssi_r2,rssi_r3,valid_r0,valid_r1,valid_r2,valid_r3,timestamp
True,1.6927067041397095,6.9426093101501465,2.3889803886413574,0.5929441452026367,8.02400016784668,7.3632001876831055,7.410399913787842,7.693600177764893,-68.90685272216797,-82.33775329589844,-68.88555145263672,-77.3205337524414,-64.20184326171875,-57.562286376953125,-66.51927947998047,-65.65567779541016,1,1,1,1,1685982375.2537735
True,1.6816606521606445,6.94073486328125,2.3897225856781006,0.6399540305137634,8.02400016784668,7.3632001876831055,7.410399913787842,7.740799903869629,-69.14491271972656,-83.271728515625,-69.22105407714844,-80.00716400146484,-61.50713348388672,-58.246917724609375,-61.11546325683594,-69.03751373291016,1,1,1,1,1685982375.758251
True,1.6861646175384521,6.938850402832031,2.3892199993133545,0.6409189105033875,8.02400016784668,7.3632001876831055,7.410399913787842,7.693600177764893,-102.79971313476562,-101.4592056274414,-101.6572036743164,-102.20436096191406,-61.29724884033203,-59.3239631652832,-60.82942199707031,-66.7032699584961,1,1,1,1,1685982376.264867
True,1.6805429458618164,6.965539932250977,2.398425817489624,0.6871698498725891,8.071200370788574,7.3632001876831055,7.457600116729736,7.740799903869629,-70.57435607910156,-67.22834777832031,-67.3563461303711,-91.43418884277344,-61.85130310058594,-59.904624938964844,-61.61320495605469,-66.2957534790039,1,1,1,1,1685982376.7693844
False,2.612321615219116,6.965539932250977,2.398425817489624,0.6871698498725891,-1,-1,-1,-1,-89.80416107177734,-65.06864166259766,-73.80821990966797,-92.27042388916016,-93.2783203125,-96.42269897460938,-94.10310363769531,-108.54374694824219,0,0,0,0,1685982377.2773936
True,1.844777226448059,6.988519191741943,2.4063398838043213,0.769677996635437,8.071200370788574,7.410399913787842,7.457600116729736,7.740799903869629,-71.79956817626953,-80.95357513427734,-69.02203369140625,-79.24339294433594,-61.88661193847656,-57.96768569946289,-63.05160140991211,-64.81852722167969,1,1,1,1,1685982377.781806
True,1.7173343896865845,6.994859218597412,2.4085230827331543,0.9092105031013489,8.02400016784668,7.3632001876831055,7.457600116729736,7.740799903869629,-66.15876770019531,-83.07404327392578,-70.49893951416016,-79.9623794555664,-62.1620979309082,-58.080421447753906,-64.73571014404297,-67.38358306884766,1,1,1,1,1685982378.2871902
True,1.6954152584075928,6.971151828765869,2.400360107421875,0.680983304977417,8.02400016784668,7.3632001876831055,7.410399913787842,7.740799903869629,-93.04806518554688,-90.47381591796875,-89.53438568115234,-101.20616912841797,-61.811832427978516,-57.805442810058594,-63.913150787353516,-68.03172302246094,1,1,1,1,1685982378.7921698
True,1.6913210153579712,6.989232540130615,2.406585693359375,0.8149279952049255,8.071200370788574,7.410399913787842,7.457600116729736,7.740799903869629,-71.07984161376953,-66.3464584350586,-65.40583038330078,-86.77787017822266,-60.35845947265625,-57.23140335083008,-63.901466369628906,-65.21234130859375,1,1,1,1,1685982379.2970195
True,1.6912035942077637,6.9410834312438965,2.3900065422058105,0.9101465344429016,7.976799964904785,7.315999984741211,7.3632001876831055,7.646399974822998,-93.75007629394531,-94.8845443725586,-94.73299407958984,-100.67945861816406,-60.73223876953125,-57.64437484741211,-62.35377883911133,-67.95724487304688,1,1,1,1,1685982379.8035035
True,1.6908810138702393,6.92283821105957,2.3837242126464844,0.6347797513008118,8.02400016784668,7.3632001876831055,7.3632001876831055,7.693600177764893,-64.49581909179688,-85.88912963867188,-70.66453552246094,-80.62230682373047,-60.75389099121094,-57.76272964477539,-62.83156204223633,-66.00162506103516,1,1,1,1,1685982380.312435
True,1.6843137741088867,6.94315767288208,2.390720844268799,0.9064174890518188,8.02400016784668,7.3632001876831055,7.410399913787842,7.693600177764893,-65.45769500732422,-82.43569946289062,-69.70812225341797,-77.33462524414062,-59.54074478149414,-57.469295501708984,-64.72065734863281,-65.35910034179688,1,1,1,1,1685982380.8238568
True,1.691664457321167,6.845580101013184,2.3571224212646484,0.9583797454833984,7.882400035858154,7.22160005569458,7.268799781799316,7.552000045776367,-68.8969955444336,-75.83838653564453,-70.03821563720703,-94.19837951660156,-61.66582489013672,-58.74509048461914,-61.48708724975586,-68.01136016845703,1,1,1,1,1685982381.3302565
True,1.691664457321167,6.845580101013184,2.3571224212646484,0.9583797454833984,7.882400035858154,7.22160005569458,7.268799781799316,7.552000045776367,-68.8969955444336,-75.83838653564453,-70.03821563720703,-94.19837951660156,-61.66582489013672,-58.74509048461914,-61.48708724975586,-68.01136016845703,1,1,1,1,1685982381.839538
True,1.6915260553359985,6.914865970611572,2.260070323944092,0.6357781887054443,7.929599761962891,7.268799781799316,7.268799781799316,7.5991997718811035,-103.634033203125,-102.02315521240234,-100.4699935913086,-101.53923034667969,-61.06431198120117,-58.33810043334961,-63.537635803222656,-65.28369140625,1,1,1,1,1685982382.3452036
False,2.6194007396698,6.914865970611572,2.260070323944092,0.6357781887054443,-1,-1,-1,-1,-66.65657806396484,-84.52564239501953,-70.11396789550781,-78.3599853515625,-89.57025909423828,-96.43919372558594,-98.0339584350586,-92.26717376708984,0,0,0,0,1685982382.850279
True,1.8390451669692993,6.902631759643555,2.2435221672058105,0.6757324934005737,7.882400035858154,7.22160005569458,7.268799781799316,7.552000045776367,-64.1273193359375,-84.54186248779297,-71.71281433105469,-81.75922393798828,-60.766929626464844,-57.74256134033203,-61.73688888549805,-68.00274658203125,1,1,1,1,1685982383.3566072
True,1.6893965005874634,6.939046382904053,2.2546398639678955,0.6752021908760071,7.929599761962891,7.268799781799316,7.315999984741211,7.5991997718811035,-72.77903747558594,-67.31361389160156,-66.18758392333984,-89.59791564941406,-59.83796691894531,-57.16795349121094,-62.87089538574219,-65.75355529785156,1,1,1,1,1685982383.8629665
True,1.691182255744934,6.941855430603027,2.2555460929870605,0.9072542190551758,7.929599761962891,7.268799781799316,7.268799781799316,7.5991997718811035,-96.44108581542969,-102.45980834960938,-98.34365844726562,-100.96437072753906,-59.658294677734375,-57.464107513427734,-63.15497589111328,-65.25572967529297,1,1,1,1,1685982384.370683
True,1.6817492246627808,6.935516357421875,2.253486156463623,0.5077102184295654,7.976799964904785,7.268799781799316,7.315999984741211,7.5991997718811035,-68.29362487792969,-83.40091705322266,-69.29869079589844,-78.67821502685547,-61.83771514892578,-59.923343658447266,-62.369625091552734,-68.18484497070312,1,1,1,1,1685982384.8761365
True,1.6735162734985352,6.988419532775879,2.2706751823425293,0.8231293559074402,7.976799964904785,7.315999984741211,7.315999984741211,7.646399974822998,-83.41899871826172,-97.637451171875,-88.0487289428711,-93.34262084960938,-60.22947311401367,-58.523834228515625,-61.909366607666016,-65.97840118408203,1,1,1,1,1685982385.3823104
True,1.6787272691726685,6.954834461212158,2.25976300239563,0.5059849619865417,7.976799964904785,7.268799781799316,7.315999984741211,7.5991997718811035,-74.50904846191406,-64.58268737792969,-64.50384521484375,-80.71781158447266,-60.586212158203125,-59.8044548034668,-61.224029541015625,-68.8015365600586,1,1,1,1,1685982385.8880866
True,1.686017632484436,6.913483142852783,2.2463266849517822,0.5457067489624023,7.929599761962891,7.268799781799316,7.268799781799316,7.552000045776367,-72.43201446533203,-67.81854248046875,-67.7721939086914,-89.96112060546875,-60.63022994995117,-59.690006256103516,-61.811466217041016,-69.37928771972656,1,1,1,1,1685982386.3954012
True,1.6874717473983765,6.894861221313477,2.2402760982513428,0.6852155923843384,7.882400035858154,7.22160005569458,7.22160005569458,7.552000045776367,-82.82672119140625,-99.11246490478516,-86.08340454101562,-94.01793670654297,-60.54081344604492,-59.97929000854492,-60.69429397583008,-69.51516723632812,1,1,1,1,1685982386.8999355
True,1.6849684715270996,6.869040012359619,2.231886386871338,0.7687922716140747,7.83519983291626,7.1743998527526855,7.22160005569458,7.504799842834473,-65.5898208618164,-83.35404205322266,-70.1050033569336,-81.05021667480469,-59.777435302734375,-57.82528305053711,-62.33333969116211,-65.18910217285156,1,1,1,1,1685982387.4055452
True,1.6849684715270996,6.869040012359619,2.231886386871338,0.7687922716140747,7.83519983291626,7.1743998527526855,7.22160005569458,7.504799842834473,-65.5898208618164,-83.35404205322266,-70.1050033569336,-81.05021667480469,-59.777435302734375,-57.82528305053711,-62.33333969116211,-65.18910217285156,1,1,1,1,1685982387.910978
