position_valid,std,x,y,z,distance_r0,distance_r1,distance_r2,distance_r3,nsd_r0,nsd_r1,nsd_r2,nsd_r3,rssi_r0,rssi_r1,rssi_r2,rssi_r3,valid_r0,valid_r1,valid_r2,valid_r3,timestamp
True,1.6774762868881226,6.9728546142578125,4.357296943664551,0.8776618838310242,9.581600189208984,8.92080020904541,9.015199661254883,9.298399925231934,-69.60469055175781,-82.353271484375,-69.3040542602539,-77.0262680053711,-65.60340118408203,-56.211814880371094,-69.96353912353516,-70.89834594726562,1,1,1,1,1685983091.6290028
False,2.6103498935699463,6.9728546142578125,4.357296943664551,0.8776618838310242,-1,-1,-1,-1,-87.71328735351562,-100.98912048339844,-90.87002563476562,-95.7558822631836,-92.80728912353516,-97.8379898071289,-94.81251525878906,-100.2180404663086,0,0,0,0,1685983092.1344306
True,1.8289920091629028,7.0398783683776855,4.399018287658691,0.6901243925094604,9.628800392150879,9.015199661254883,9.156800270080566,9.392800331115723,-68.05571746826172,-69.9100341796875,-67.50723266601562,-92.54918670654297,-67.5791015625,-58.464046478271484,-68.08918762207031,-70.23439025878906,1,1,1,1,1685983092.6407778
True,1.7083884477615356,6.991016864776611,4.5152058601379395,0.7806426882743835,9.723199844360352,9.062399864196777,9.204000473022461,9.581600189208984,-68.49430847167969,-69.191162109375,-66.1937255859375,-88.33349609375,-67.36248779296875,-57.640953063964844,-68.78089904785156,-67.51834869384766,1,1,1,1,1685983093.149162
True,1.6878820657730103,6.965713024139404,4.519829750061035,0.7362689971923828,9.675999641418457,9.062399864196777,9.204000473022461,9.4399995803833,-94.03080749511719,-101.0248794555664,-96.11344146728516,-100.56416320800781,-64.92334747314453,-60.64750289916992,-69.1414794921875,-72.54125213623047,1,1,1,1,1685983093.6542816
True,1.6780751943588257,6.982151508331299,4.533684253692627,0.4579709470272064,9.770400047302246,9.109600067138672,9.251199722290039,9.487199783325195,-68.76805114746094,-80.27849578857422,-69.43187713623047,-74.34687042236328,-63.1471061706543,-56.89748001098633,-67.67533111572266,-70.49540710449219,1,1,1,1,1685983094.159962
True,1.6822923421859741,6.752246379852295,4.825228214263916,0.6834148168563843,9.864800453186035,9.204000473022461,9.345600128173828,9.581600189208984,-97.3187255859375,-102.52288818359375,-99.22332763671875,-101.75171661376953,-65.21578216552734,-56.868099212646484,-68.39346313476562,-68.92780303955078,1,1,1,1,1685983094.6644602
True,1.6831451654434204,6.7617573738098145,4.899748802185059,0.8149778246879578,9.911999702453613,9.298399925231934,9.4399995803833,9.675999641418457,-66.71570587158203,-69.73114776611328,-66.017333984375,-87.60187530517578,-65.45741271972656,-56.97522735595703,-68.23837280273438,-69.59809112548828,1,1,1,1,1685983095.1730154
True,1.6831353902816772,6.842916488647461,4.969545364379883,0.6790327429771423,10.100799560546875,9.4399995803833,9.628800392150879,9.81760025024414,-69.30963134765625,-68.86320495605469,-66.11959075927734,-83.14456939697266,-65.94769287109375,-57.17748260498047,-72.1655044555664,-69.30717468261719,1,1,1,1,1685983095.6785321
True,1.6893367767333984,6.899913311004639,5.0127153396606445,0.6762186884880066,10.14799976348877,9.487199783325195,9.723199844360352,9.864800453186035,-65.32278442382812,-84.51660919189453,-70.97354125976562,-77.0405044555664,-67.3550033569336,-58.215763092041016,-70.1926040649414,-70.46002960205078,1,1,1,1,1685983096.18773
True,1.6843476295471191,6.8458123207092285,5.126590728759766,1.1271042823791504,10.14799976348877,9.487199783325195,9.675999641418457,9.911999702453613,-67.27306365966797,-85.73998260498047,-70.65200805664062,-81.44120788574219,-64.65348815917969,-59.839481353759766,-69.2740707397461,-72.4275894165039,1,1,1,1,1685983096.694679
True,1.6897327899932861,6.84161901473999,5.149984359741211,0.7205862402915955,10.195199966430664,9.53439998626709,9.723199844360352,9.911999702453613,-103.60926818847656,-102.56078338623047,-101.32181549072266,-101.7580337524414,-65.10099029541016,-58.62795639038086,-69.12110137939453,-73.34952545166016,1,1,1,1,1685983097.2012928
False,2.6182432174682617,6.84161901473999,5.149984359741211,0.7205862402915955,-1,-1,-1,-1,-70.7347640991211,-68.83236694335938,-66.7238998413086,-84.92217254638672,-94.64663696289062,-100.29975891113281,-95.61717987060547,-105.73790740966797,0,0,0,0,1685983097.7067668
True,1.8294912576675415,6.763065814971924,5.264444351196289,1.1322840452194214,10.242400169372559,9.581600189208984,9.770400047302246,10.006400108337402,-67.454345703125,-69.49664306640625,-67.03221893310547,-89.10798645019531,-65.26504516601562,-60.62431716918945,-69.43641662597656,-74.12384033203125,1,1,1,1,1685983098.2135684
True,1.714569091796875,6.7794084548950195,5.29341459274292,0.99798184633255,10.289600372314453,9.628800392150879,9.81760025024414,10.006400108337402,-65.95765686035156,-85.05935668945312,-71.10668182373047,-77.65918731689453,-65.309814453125,-58.53215408325195,-69.59126281738281,-72.69681549072266,1,1,1,1,1685983098.7190797
True,1.6882777214050293,6.5847625732421875,5.461980819702148,1.1338229179382324,10.289600372314453,9.628800392150879,9.81760025024414,10.053600311279297,-68.02349853515625,-82.53071594238281,-69.90506744384766,-75.9796371459961,-65.55037689208984,-61.2363395690918,-70.3088607788086,-73.23779296875,1,1,1,1,1685983099.2240908
True,1.6964846849441528,6.545552730560303,5.48202657699585,1.1366586685180664,10.242400169372559,9.628800392150879,9.864800453186035,10.006400108337402,-102.27404022216797,-102.34893035888672,-100.9374008178711,-100.97169494628906,-69.2868881225586,-59.1636848449707,-68.63785552978516,-70.75637817382812,1,1,1,1,1685983099.7309854
True,1.6915565729141235,6.558379173278809,5.50147008895874,1.1367177963256836,10.336799621582031,9.675999641418457,9.864800453186035,10.053600311279297,-71.77979278564453,-68.15034484863281,-66.00736236572266,-83.64691162109375,-66.47869873046875,-59.40117263793945,-69.01082611083984,-74.36361694335938,1,1,1,1,1685983100.239975
True,1.6905759572982788,6.687099933624268,5.446982383728027,1.1367191076278687,10.336799621582031,9.723199844360352,9.864800453186035,10.100799560546875,-72.99549102783203,-68.43215942382812,-66.70801544189453,-82.22806549072266,-67.0980224609375,-59.46932601928711,-72.21733093261719,-68.95919036865234,1,1,1,1,1685983100.7467709
True,1.6904428005218506,6.700310230255127,5.4309563636779785,0.6283575892448425,10.336799621582031,9.723199844360352,9.911999702453613,10.100799560546875,-64.96102142333984,-85.21833038330078,-71.74358367919922,-81.15483093261719,-67.45568084716797,-60.66403579711914,-70.2146224975586,-70.78247833251953,1,1,1,1,1685983101.2527263
True,1.6904197931289673,6.723876953125,5.445727348327637,1.126106858253479,10.336799621582031,9.723199844360352,9.911999702453613,10.100799560546875,-65.39757537841797,-86.37776184082031,-70.91921997070312,-80.6692886352539,-68.58573150634766,-59.237064361572266,-69.21424102783203,-71.68121337890625,1,1,1,1,1685983101.7583184
True,1.6903311014175415,6.733911037445068,5.45314884185791,1.1364976167678833,10.383999824523926,9.770400047302246,9.911999702453613,10.14799976348877,-88.46760559082031,-91.66825103759766,-95.70911407470703,-90.28607177734375,-66.75098419189453,-59.328426361083984,-69.7126235961914,-69.79418182373047,1,1,1,1,1685983102.2645874
True,1.6839467287063599,6.53068733215332,5.6131911277771,1.1367144584655762,10.383999824523926,9.723199844360352,9.911999702453613,10.14799976348877,-68.63890075683594,-67.46322631835938,-66.78718566894531,-87.7060317993164,-65.70652770996094,-61.19142532348633,-70.03791809082031,-70.80061340332031,1,1,1,1,1685983102.7704966
False,2.6145131587982178,6.53068733215332,5.6131911277771,1.1367144584655762,-1,-1,-1,-1,-96.43309020996094,-101.9083023071289,-97.92286682128906,-101.73900604248047,-95.5619888305664,-98.3257827758789,-95.07643127441406,-109.72943115234375,0,0,0,0,1685983103.2764926
True,1.8366316556930542,6.48525857925415,5.632020950317383,1.1367191076278687,10.383999824523926,9.770400047302246,9.911999702453613,10.14799976348877,-70.63790893554688,-87.16265869140625,-77.07645416259766,-90.98017883300781,-66.65929412841797,-62.49128723144531,-69.98328399658203,-70.05221557617188,1,1,1,1,1685983103.781958
True,1.737435221672058,6.455249786376953,5.610682487487793,1.7627266645431519,10.336799621582031,9.723199844360352,9.911999702453613,10.100799560546875,-65.7887191772461,-83.94910430908203,-70.54187774658203,-77.38250732421875,-68.17842864990234,-61.57809829711914,-71.53633117675781,-72.210693359375,1,1,1,1,1685983104.288304
True,1.7133591175079346,6.465738773345947,5.620465278625488,1.5450286865234375,10.383999824523926,9.723199844360352,9.959199905395508,10.100799560546875,-62.31979751586914,-63.55179977416992,-69.7023696899414,-64.1185531616211,-66.6760025024414,-59.8258056640625,-70.63883209228516,-72.89253234863281,1,1,1,1,1685983104.7980106
True,1.7090829610824585,6.4701924324035645,5.624434947967529,1.5404070615768433,10.383999824523926,9.723199844360352,9.959199905395508,10.100799560546875,-68.51244354248047,-68.33836364746094,-65.88306427001953,-88.82164764404297,-66.37906646728516,-59.16321563720703,-71.46430206298828,-70.59770965576172,1,1,1,1,1685983105.3028748
True,1.716738224029541,6.434764385223389,5.593652725219727,1.8079066276550293,10.336799621582031,9.723199844360352,9.864800453186035,10.100799560546875,-103.20883178710938,-102.04479217529297,-101.19186401367188,-102.20836639404297,-68.8714599609375,-60.930755615234375,-72.41519165039062,-68.43120574951172,1,1,1,1,1685983105.8107207
True,1.7175302505493164,6.48417329788208,5.636605739593506,1.6750659942626953,10.478400230407715,9.81760025024414,10.006400108337402,10.242400169372559,-81.0191650390625,-89.02659606933594,-87.04973602294922,-86.84477233886719,-68.8496322631836,-61.57121658325195,-71.8132553100586,-71.12554168701172,1,1,1,1,1685983106.3174982
True,1.7259629964828491,6.528653144836426,5.675271511077881,2.2636139392852783,10.52560043334961,9.911999702453613,10.100799560546875,10.289600372314453,-65.9891586303711,-86.54130554199219,-70.52467346191406,-79.14488220214844,-71.40111541748047,-64.05001068115234,-72.5108413696289,-71.87540435791016,1,1,1,1,1685983106.8234015
True,1.7271474599838257,6.569918155670166,5.7111430168151855,2.276322364807129,10.619999885559082,9.959199905395508,10.14799976348877,10.383999824523926,-60.823036193847656,-65.64553833007812,-71.99219512939453,-61.796226501464844,-69.26220703125,-61.86369323730469,-71.47109985351562,-69.82805633544922,1,1,1,1,1685983107.328226
True,1.7428864240646362,6.603580951690674,5.740405082702637,2.3605735301971436,10.667200088500977,10.006400108337402,10.195199966430664,10.43120002746582,-68.50016784667969,-66.9226303100586,-65.31229400634766,-83.68265533447266,-70.26010131835938,-62.362884521484375,-71.17292785644531,-69.71739959716797,1,1,1,1,1685983107.8343077
True,1.7389534711837769,6.642861843109131,5.774551868438721,2.3162357807159424,10.667200088500977,10.053600311279297,10.242400169372559,10.43120002746582,-102.4805908203125,-102.750732421875,-100.94564056396484,-102.15247344970703,-69.13138580322266,-62.97509002685547,-72.66959381103516,-69.38721466064453,1,1,1,1,1685983108.3406017
False,2.650275230407715,6.642861843109131,5.774551868438721,2.3162357807159424,-1,-1,-1,-1,-79.72044372558594,-87.74641418457031,-94.20703125,-84.87406158447266,-92.71446228027344,-95.27989959716797,-94.26441955566406,-107.37548828125,0,0,0,0,1685983108.8461351
True,1.890521764755249,6.882697582244873,5.793945789337158,2.268584728240967,10.855999946594238,10.195199966430664,10.43120002746582,10.619999885559082,-68.8699951171875,-87.93840789794922,-69.30961608886719,-78.15453338623047,-69.76649475097656,-64.26898193359375,-72.73644256591797,-69.82780456542969,1,1,1,1,1685983109.351075
True,1.772389531135559,6.781428337097168,6.041323661804199,2.6296091079711914,11.092000007629395,10.43120002746582,10.619999885559082,10.855999946594238,-60.2730712890625,-66.51036834716797,-71.10891723632812,-61.43864059448242,-69.84696197509766,-65.3968276977539,-73.24813079833984,-67.90492248535156,1,1,1,1,1685983109.8568425
True,1.756955862045288,6.751193046569824,6.260400772094727,2.7247583866119385,11.233599662780762,10.572799682617188,10.808799743652344,10.997599601745605,-100.40633392333984,-102.87203979492188,-100.546875,-101.7107925415039,-69.88053894042969,-65.19327545166016,-73.10877227783203,-69.11085510253906,1,1,1,1,1685983110.363452
True,1.756955862045288,6.751193046569824,6.260400772094727,2.7247583866119385,11.233599662780762,10.572799682617188,10.808799743652344,10.997599601745605,-100.40633392333984,-102.87203979492188,-100.546875,-101.7107925415039,-69.88053894042969,-65.19327545166016,-73.10877227783203,-69.11085510253906,1,1,1,1,1685983110.8701725
True,1.7697079181671143,6.728464126586914,6.273532867431641,3.0494120121002197,11.233599662780762,10.619999885559082,10.808799743652344,10.997599601745605,-87.09710693359375,-102.1100082397461,-91.9552993774414,-99.42377471923828,-68.92543029785156,-64.42417907714844,-73.00591278076172,-70.385009765625,1,1,1,1,1685983111.3773637
True,1.7869197130203247,6.715135097503662,6.261826038360596,3.273383140563965,11.233599662780762,10.619999885559082,10.808799743652344,10.997599601745605,-61.27610778808594,-71.64065551757812,-74.52539825439453,-62.80384826660156,-70.72472381591797,-62.36522674560547,-70.04664611816406,-73.31578063964844,1,1,1,1,1685983111.8823519
True,1.7830058336257935,6.734899520874023,6.2803730964660645,3.2322871685028076,11.280799865722656,10.667200088500977,10.855999946594238,11.0447998046875,-67.42373657226562,-70.89185333251953,-66.19950103759766,-92.28956604003906,-69.91551208496094,-61.38700866699219,-72.30831909179688,-72.85427856445312,1,1,1,1,1685983112.3905365
True,1.7822394371032715,6.762890338897705,6.306493759155273,3.1852245330810547,11.32800006866455,10.667200088500977,10.855999946594238,11.092000007629395,-77.2781753540039,-99.73600769042969,-82.38165283203125,-91.33319091796875,-68.47824096679688,-63.91929626464844,-73.6891860961914,-69.8862533569336,1,1,1,1,1685983112.8964405
True,1.7934200763702393,6.757815361022949,6.301764011383057,3.4096012115478516,11.32800006866455,10.714400291442871,10.903200149536133,11.092000007629395,-69.10562133789062,-85.41392517089844,-73.20185089111328,-86.66310119628906,-70.36162567138672,-62.557403564453125,-72.01604461669922,-73.33740997314453,1,1,1,1,1685983113.403107
True,1.7934200763702393,6.757815361022949,6.301764011383057,3.4096012115478516,11.32800006866455,10.714400291442871,10.903200149536133,11.092000007629395,-69.10562133789062,-85.41392517089844,-73.20185089111328,-86.66310119628906,-70.36162567138672,-62.557403564453125,-72.01604461669922,-73.33740997314453,1,1,1,1,1685983113.9097905
False,2.6863274574279785,6.757815361022949,6.301764011383057,3.4096012115478516,-1,-1,-1,-1,-99.00804901123047,-102.9384765625,-100.14681243896484,-101.66438293457031,-94.08943176269531,-99.45813751220703,-95.52874755859375,-106.24636840820312,0,0,0,0,1685983114.41524
True,1.8303112983703613,6.905879020690918,6.439836502075195,3.640878438949585,11.65839958190918,10.997599601745605,11.233599662780762,11.42240047454834,-66.31244659423828,-70.31768798828125,-67.53955841064453,-93.59025573730469,-67.80962371826172,-61.789180755615234,-73.64971160888672,-67.84632110595703,1,1,1,1,1685983114.9227996
True,1.8285136222839355,6.9485673904418945,6.479644298553467,3.826650619506836,11.705599784851074,11.092000007629395,11.280799865722656,11.469599723815918,-67.4453125,-84.2421875,-69.72871398925781,-76.74714660644531,-72.73194885253906,-64.52670288085938,-73.06269073486328,-75.13910675048828,1,1,1,1,1685983115.433301
True,1.8204286098480225,6.9954986572265625,6.523407459259033,3.8770484924316406,11.800000190734863,11.139200210571289,11.42240047454834,11.611200332641602,-66.33065795898438,-87.00341033935547,-71.20736694335938,-83.10725402832031,-68.5220718383789,-67.22657012939453,-73.17442321777344,-77.67800903320312,1,1,1,1,1685983115.9393358
True,1.8235477209091187,6.952206134796143,6.655462741851807,3.785989284515381,11.847200393676758,11.233599662780762,11.469599723815918,11.65839958190918,-102.9996337890625,-103.2210693359375,-101.85032653808594,-102.4554214477539,-71.20868682861328,-63.485164642333984,-71.12077331542969,-74.1285400390625,1,1,1,1,1685983116.4466019
True,1.8335248231887817,6.993319034576416,6.738882064819336,4.149564266204834,12.083200454711914,11.42240047454834,11.611200332641602,11.894399642944336,-61.92446517944336,-67.88998413085938,-74.3453369140625,-61.54302978515625,-71.96215057373047,-62.36799621582031,-72.58698272705078,-70.2311019897461,1,1,1,1,1685983116.955668
True,1.8343089818954468,6.743775844573975,7.041226387023926,3.697002649307251,12.130399703979492,11.469599723815918,11.705599784851074,11.894399642944336,-63.411434173583984,-70.2905502319336,-63.341575622558594,-97.69510650634766,-70.79463958740234,-64.33812713623047,-74.60256958007812,-73.76936340332031,1,1,1,1,1685983117.4654627
True,1.839491367340088,6.766043186187744,7.020476341247559,4.329357147216797,12.177599906921387,11.564000129699707,11.752799987792969,11.94159984588623,-68.29794311523438,-84.92987823486328,-70.0077896118164,-78.5904769897461,-71.26095581054688,-63.236785888671875,-74.09649658203125,-73.80996704101562,1,1,1,1,1685983117.9784565
True,1.8441380262374878,6.97971773147583,7.041752338409424,4.2059125900268555,12.366399765014648,11.705599784851074,11.894399642944336,12.177599906921387,-67.54679107666016,-85.75920867919922,-71.16261291503906,-85.06504821777344,-72.01972961425781,-65.12344360351562,-74.27515411376953,-74.1640396118164,1,1,1,1,1685983118.4832268
True,1.8411641120910645,7.110937595367432,7.1261701583862305,4.387389183044434,12.55519962310791,11.894399642944336,12.083200454711914,12.319199562072754,-100.10818481445312,-100.39717102050781,-98.70507049560547,-101.95304107666016,-70.45746612548828,-63.68648910522461,-72.25801849365234,-73.5936508178711,1,1,1,1,1685983118.9904146
True,1.8411641120910645,7.110937595367432,7.1261701583862305,4.387389183044434,12.55519962310791,11.894399642944336,12.083200454711914,12.319199562072754,-100.10818481445312,-100.39717102050781,-98.70507049560547,-101.95304107666016,-70.45746612548828,-63.68648910522461,-72.25801849365234,-73.5936508178711,1,1,1,1,1685983119.4959693
False,2.7184343338012695,7.110937595367432,7.1261701583862305,4.387389183044434,-1,-1,-1,-1,-69.41098022460938,-67.37635040283203,-74.7051773071289,-72.3514404296875,-90.16411590576172,-96.2732925415039,-98.3008041381836,-92.22669982910156,0,0,0,0,1685983120.0026684
True,1.8867850303649902,7.353396415710449,7.353977203369141,4.8553972244262695,12.93280029296875,12.319199562072754,12.460800170898438,12.696800231933594,-68.96764373779297,-80.69196319580078,-69.70816802978516,-74.62035369873047,-71.00951385498047,-63.67924499511719,-72.28609466552734,-74.41181945800781,1,1,1,1,1685983120.5112803
True,1.860668659210205,7.623895168304443,7.241087436676025,4.860934257507324,12.979999542236328,12.319199562072754,12.602399826049805,12.696800231933594,-66.77911376953125,-86.60417175292969,-71.39107513427734,-83.16789245605469,-69.42053985595703,-61.99776840209961,-72.90106964111328,-71.25101470947266,1,1,1,1,1685983121.0158505
True,1.8608759641647339,7.8598504066467285,7.178066730499268,4.8149919509887695,13.027199745178223,12.366399765014648,12.508000373840332,12.744000434875488,-87.66989135742188,-101.32337188720703,-91.404052734375,-102.44649505615234,-69.16767120361328,-62.74400329589844,-73.48226928710938,-71.86006164550781,1,1,1,1,1685983121.521933
True,1.873551845550537,8.037555694580078,7.080361366271973,4.997995376586914,13.074399948120117,12.413599967956543,12.55519962310791,12.791199684143066,-66.6866683959961,-68.49181365966797,-65.37266540527344,-85.7110824584961,-69.6536865234375,-60.90708541870117,-72.14445495605469,-71.83037567138672,1,1,1,1,1685983122.0280662
True,1.8896605968475342,8.078635215759277,7.047825336456299,5.279353141784668,13.121600151062012,12.460800170898438,12.602399826049805,12.838399887084961,-89.55709838867188,-92.833740234375,-97.63697814941406,-90.84669494628906,-69.27375030517578,-61.04042434692383,-72.09579467773438,-73.11248779296875,1,1,1,1,1685983122.535024
True,1.8932338953018188,8.217947959899902,6.967372894287109,5.240117073059082,13.121600151062012,12.460800170898438,12.602399826049805,12.838399887084961,-68.01463317871094,-78.38267517089844,-68.46243286132812,-71.40399169921875,-71.64071655273438,-63.185855865478516,-73.34648895263672,-74.57941436767578,1,1,1,1,1685983123.041543
True,1.8802608251571655,8.257628440856934,6.946925163269043,5.28522253036499,13.121600151062012,12.460800170898438,12.602399826049805,12.838399887084961,-65.89968872070312,-87.220458984375,-70.63153839111328,-78.50267791748047,-68.4453353881836,-63.26761245727539,-73.64935302734375,-76.0599594116211,1,1,1,1,1685983123.5464337
True,1.8912904262542725,8.30595874786377,6.973874568939209,5.195648670196533,13.168800354003906,12.508000373840332,12.6496000289917,12.885600090026855,-97.29977416992188,-67.45966339111328,-77.63813018798828,-97.47257232666016,-68.34255981445312,-63.60657501220703,-73.03626251220703,-76.25859832763672,1,1,1,1,1685983124.0529776
True,1.9076547622680664,8.29531478881836,6.961589336395264,5.4236931800842285,13.168800354003906,12.508000373840332,12.6496000289917,12.885600090026855,-71.44697570800781,-71.0007553100586,-66.16852569580078,-79.61123657226562,-70.55377197265625,-60.97563552856445,-72.62255859375,-74.19950866699219,1,1,1,1,1685983124.5594501
False,2.7639005184173584,8.29531478881836,6.961589336395264,5.4236931800842285,-1,-1,-1,-1,-99.76697540283203,-101.52864074707031,-101.41542053222656,-98.38750457763672,-89.36492919921875,-94.0316162109375,-95.51068115234375,-92.45524597167969,0,0,0,0,1685983125.0675688
True,2.079956293106079,8.281664848327637,6.949275016784668,5.522551536560059,13.168800354003906,12.55519962310791,12.744000434875488,12.93280029296875,-68.82494354248047,-78.87950897216797,-67.55648803710938,-70.26921081542969,-68.06616973876953,-63.16298294067383,-71.87262725830078,-77.09866333007812,1,1,1,1,1685983125.5801444
True,1.9659990072250366,8.25462818145752,6.926482677459717,5.7562079429626465,13.215999603271484,12.55519962310791,12.744000434875488,12.93280029296875,-66.16439819335938,-85.7681884765625,-70.9407730102539,-82.20948791503906,-69.39508056640625,-63.058597564697266,-73.14738464355469,-77.36800384521484,1,1,1,1,1685983126.0867279
True,1.9429341554641724,8.179738998413086,6.863620758056641,6.1332688331604,13.215999603271484,12.55519962310791,12.696800231933594,12.93280029296875,-65.00700378417969,-74.43412780761719,-64.58783721923828,-98.90296936035156,-67.51591491699219,-63.91206741333008,-71.79959869384766,-76.78993225097656,1,1,1,1,1685983126.5931048
True,1.9375497102737427,8.143990516662598,6.833620548248291,6.142635345458984,13.215999603271484,12.55519962310791,12.696800231933594,12.93280029296875,-65.9114761352539,-71.24275207519531,-66.68534851074219,-88.32239532470703,-66.40737915039062,-65.29842376708984,-74.20552062988281,-78.75517272949219,1,1,1,1,1685983127.0999467
True,1.9489002227783203,8.174246788024902,6.859007835388184,5.958756923675537,13.215999603271484,12.602399826049805,12.791199684143066,13.027199745178223,-102.08243560791016,-103.0172348022461,-100.7713394165039,-101.74418640136719,-69.01545715332031,-64.77372741699219,-72.68168640136719,-78.57841491699219,1,1,1,1,1685983127.6064372
True,1.9722825288772583,8.132575988769531,6.824041366577148,6.188224792480469,13.215999603271484,12.55519962310791,12.696800231933594,12.979999542236328,-68.716552734375,-77.94810485839844,-67.90721893310547,-70.32809448242188,-68.59638214111328,-66.94329071044922,-79.33955383300781,-78.40318298339844,1,1,1,1,1685983128.113447
True,1.9685927629470825,8.111583709716797,6.806426525115967,6.239989280700684,13.215999603271484,12.602399826049805,12.744000434875488,12.979999542236328,-68.29447937011719,-86.21419525146484,-68.93601989746094,-80.61181640625,-68.20198822021484,-66.56002807617188,-76.23751068115234,-78.73294067382812,1,1,1,1,1685983128.6210093
True,1.9803392887115479,8.14682388305664,6.835997104644775,6.057212829589844,13.263199806213379,12.6496000289917,13.593600273132324,13.074399948120117,-68.03936767578125,-69.38152313232422,-67.28842163085938,-89.69141387939453,-74.09258270263672,-65.9931640625,-74.34878540039062,-76.20243072509766,1,1,1,1,1685983129.1266077
True,1.9958860874176025,8.100946426391602,6.7975006103515625,6.471531867980957,13.263199806213379,12.6496000289917,12.885600090026855,13.027199745178223,-65.95903015136719,-71.63450622558594,-67.12093353271484,-91.31510162353516,-72.05093383789062,-63.246944427490234,-76.45946502685547,-80.28436279296875,1,1,1,1,1685983129.6330256
True,2.007288932800293,8.067728996276855,6.769628524780273,6.481992721557617,13.263199806213379,12.6496000289917,13.593600273132324,13.782400131225586,-102.60282897949219,-102.53990936279297,-100.99252319335938,-101.65100860595703,-73.64856719970703,-67.20986938476562,-74.26634979248047,-81.94779968261719,1,1,1,1,1685983130.1386623
False,2.833585739135742,8.067728996276855,6.769628524780273,6.481992721557617,-1,-1,-1,-1,-64.41448211669922,-81.4573745727539,-70.8051528930664,-74.89435577392578,-94.901611328125,-97.5655288696289,-93.654296875,-99.7207260131836,0,0,0,0,1685983130.6446245
True,2.205502986907959,8.262134552001953,6.584438323974609,6.156136989593506,13.121600151062012,12.460800170898438,12.55519962310791,12.838399887084961,-89.0996322631836,-101.42341613769531,-90.72672271728516,-97.75656127929688,-70.70317840576172,-64.72222137451172,-74.85795593261719,-79.95686340332031,1,1,1,1,1685983131.150462
